Year,Team,Player,Runs,Wides,No_Balls,Venue,Match_Date
1983,New Zealand,Martin Guptill,56,1,1,"MCG, Melbourne",1983-02-05
1983,New Zealand,Martin Guptill,77,5,0,"Lord's, London",1983-01-03
1983,New Zealand,Martin Guptill,132,5,0,"MCG, Melbourne",1983-01-20
1983,New Zealand,Martin Guptill,123,5,0,"MCG, Melbourne",1983-08-20
1983,New Zealand,Martin Guptill,29,0,3,"Wankhede, Mumbai",1983-09-01
1983,New Zealand,Martin Guptill,117,2,2,"MCG, Melbourne",1983-07-03
1983,New Zealand,Daniel Vettori,71,5,1,"Wankhede, Mumbai",1983-10-12
1983,New Zealand,Daniel Vettori,99,2,0,"MCG, Melbourne",1983-11-09
1983,New Zealand,Daniel Vettori,145,0,0,"Chinnaswamy, Bangalore",1983-11-21
1983,New Zealand,Daniel Vettori,52,2,0,"Old Trafford, Manchester",1983-11-07
1983,New Zealand,Daniel Vettori,56,5,2,"Eden Gardens, Kolkata",1983-01-25
1983,New Zealand,Daniel Vettori,24,4,1,"Wankhede, Mumbai",1983-01-21
1983,New Zealand,Daniel Vettori,4,0,3,"Old Trafford, Manchester",1983-08-20
1983,New Zealand,Daniel Vettori,98,1,2,"MCG, Melbourne",1983-02-14
1983,New Zealand,Daniel Vettori,77,3,0,"Old Trafford, Manchester",1983-02-15
1983,Sri Lanka,Kumar Sangakkara,120,2,0,"Lord's, London",1983-05-28
1983,Sri Lanka,Kumar Sangakkara,148,4,0,"Eden Gardens, Kolkata",1983-08-20
1983,Sri Lanka,Kumar Sangakkara,60,0,3,"Chinnaswamy, Bangalore",1983-04-22
1983,Sri Lanka,Kumar Sangakkara,143,2,0,"Lord's, London",1983-03-27
1983,Sri Lanka,Kumar Sangakkara,93,0,1,"MCG, Melbourne",1983-04-26
1983,Sri Lanka,Mahela Jayawardene,41,1,1,"Wankhede, Mumbai",1983-06-14
1983,Sri Lanka,Mahela Jayawardene,106,1,3,"Eden Gardens, Kolkata",1983-06-03
1983,Sri Lanka,Mahela Jayawardene,86,5,1,"Wankhede, Mumbai",1983-12-10
1983,Sri Lanka,Mahela Jayawardene,8,5,2,"MCG, Melbourne",1983-09-12
1983,Sri Lanka,Mahela Jayawardene,60,0,2,"MCG, Melbourne",1983-08-27
1983,Sri Lanka,Mahela Jayawardene,101,1,1,"MCG, Melbourne",1983-12-04
1983,Sri Lanka,Sanath Jayasuriya,108,1,2,"Eden Gardens, Kolkata",1983-10-24
1983,Sri Lanka,Sanath Jayasuriya,144,1,3,"Eden Gardens, Kolkata",1983-02-15
1983,Sri Lanka,Sanath Jayasuriya,137,4,1,"Lord's, London",1983-09-20
1983,Sri Lanka,Sanath Jayasuriya,54,0,1,"Lord's, London",1983-02-20
1983,Sri Lanka,Sanath Jayasuriya,109,0,0,"Eden Gardens, Kolkata",1983-12-01
1983,Sri Lanka,Sanath Jayasuriya,86,4,0,"Eden Gardens, Kolkata",1983-03-28
1983,Sri Lanka,Muttiah Muralitharan,112,0,1,"Wankhede, Mumbai",1983-05-18
1983,Sri Lanka,Muttiah Muralitharan,86,1,0,"MCG, Melbourne",1983-08-21
1983,Sri Lanka,Muttiah Muralitharan,149,1,1,"Wankhede, Mumbai",1983-09-17
1983,Sri Lanka,Lasith Malinga,149,3,2,"Lord's, London",1983-04-22
1983,Sri Lanka,Lasith Malinga,73,5,2,"Wankhede, Mumbai",1983-03-24
1983,Sri Lanka,Lasith Malinga,135,0,3,"Eden Gardens, Kolkata",1983-12-18
1983,Sri Lanka,Lasith Malinga,93,5,3,"Eden Gardens, Kolkata",1983-12-17
1983,Sri Lanka,Lasith Malinga,32,5,2,"Chinnaswamy, Bangalore",1983-08-25
1983,Sri Lanka,Lasith Malinga,133,4,3,"Old Trafford, Manchester",1983-12-07
1983,West Indies,Chris Gayle,3,5,2,"Wankhede, Mumbai",1983-03-24
1983,West Indies,Chris Gayle,46,4,3,"Lord's, London",1983-01-21
1983,West Indies,Chris Gayle,74,5,3,"Lord's, London",1983-11-15
1983,West Indies,Chris Gayle,93,2,0,"MCG, Melbourne",1983-07-13
1983,West Indies,Chris Gayle,3,1,2,"Eden Gardens, Kolkata",1983-04-20
1983,West Indies,Chris Gayle,84,2,2,"MCG, Melbourne",1983-11-19
1983,West Indies,Brian Lara,145,1,3,"Lord's, London",1983-04-11
1983,West Indies,Brian Lara,130,2,3,"Eden Gardens, Kolkata",1983-10-24
1983,West Indies,Brian Lara,19,1,3,"Eden Gardens, Kolkata",1983-10-22
1983,West Indies,Brian Lara,95,4,0,"Lord's, London",1983-11-21
1983,West Indies,Brian Lara,64,1,0,"Wankhede, Mumbai",1983-12-23
1983,West Indies,Brian Lara,50,0,3,"Eden Gardens, Kolkata",1983-12-12
1983,West Indies,Brian Lara,23,3,0,"Lord's, London",1983-07-13
1983,West Indies,Brian Lara,39,1,0,"Lord's, London",1983-08-18
1983,West Indies,Viv Richards,122,2,1,"Wankhede, Mumbai",1983-09-17
1983,West Indies,Viv Richards,135,2,3,"Chinnaswamy, Bangalore",1983-08-05
1983,West Indies,Viv Richards,99,0,2,"Chinnaswamy, Bangalore",1983-02-05
1983,West Indies,Viv Richards,7,0,2,"Chinnaswamy, Bangalore",1983-01-04
1983,West Indies,Viv Richards,128,3,3,"Old Trafford, Manchester",1983-02-10
1983,West Indies,Clive Lloyd,119,2,2,"Chinnaswamy, Bangalore",1983-01-09
1983,West Indies,Clive Lloyd,28,5,0,"Wankhede, Mumbai",1983-04-19
1983,West Indies,Clive Lloyd,126,3,3,"Chinnaswamy, Bangalore",1983-04-02
1983,West Indies,Clive Lloyd,117,3,0,"MCG, Melbourne",1983-06-04
1983,West Indies,Clive Lloyd,76,4,0,"MCG, Melbourne",1983-04-13
1983,West Indies,Andre Russell,95,0,3,"Old Trafford, Manchester",1983-06-20
1983,West Indies,Andre Russell,94,3,1,"MCG, Melbourne",1983-03-06
1983,West Indies,Andre Russell,71,3,3,"MCG, Melbourne",1983-03-11
1983,West Indies,Andre Russell,146,4,1,"Eden Gardens, Kolkata",1983-12-05
1983,West Indies,Andre Russell,82,4,1,"Old Trafford, Manchester",1983-07-15
1983,West Indies,Andre Russell,102,0,0,"Wankhede, Mumbai",1983-10-05
1987,India,Virat Kohli,60,2,3,"Wankhede, Mumbai",1987-02-05
1987,India,Virat Kohli,21,1,1,"Wankhede, Mumbai",1987-07-18
1987,India,Virat Kohli,3,5,3,"Wankhede, Mumbai",1987-10-16
1987,India,Virat Kohli,6,3,3,"Wankhede, Mumbai",1987-04-18
1987,India,Sachin Tendulkar,3,4,1,"Chinnaswamy, Bangalore",1987-05-21
1987,India,Sachin Tendulkar,67,1,3,"MCG, Melbourne",1987-02-13
1987,India,Sachin Tendulkar,75,2,2,"MCG, Melbourne",1987-01-18
1987,India,Rohit Sharma,109,0,1,"Old Trafford, Manchester",1987-05-05
1987,India,Rohit Sharma,5,3,2,"Eden Gardens, Kolkata",1987-01-12
1987,India,Rohit Sharma,143,3,3,"Chinnaswamy, Bangalore",1987-07-14
1987,India,Rohit Sharma,54,5,3,"Eden Gardens, Kolkata",1987-02-27
1987,India,MS Dhoni,86,2,2,"Wankhede, Mumbai",1987-05-13
1987,India,MS Dhoni,136,4,1,"Eden Gardens, Kolkata",1987-02-24
1987,India,MS Dhoni,116,0,0,"Wankhede, Mumbai",1987-03-23
1987,India,MS Dhoni,141,0,0,"Lord's, London",1987-06-06
1987,India,MS Dhoni,126,4,0,"Chinnaswamy, Bangalore",1987-05-20
1987,India,MS Dhoni,84,2,1,"Eden Gardens, Kolkata",1987-04-03
1987,India,Yuvraj Singh,149,1,1,"Old Trafford, Manchester",1987-03-25
1987,India,Yuvraj Singh,113,3,2,"Old Trafford, Manchester",1987-10-02
1987,India,Yuvraj Singh,36,4,1,"Wankhede, Mumbai",1987-08-04
1987,India,Yuvraj Singh,19,5,1,"Eden Gardens, Kolkata",1987-02-22
1987,India,Yuvraj Singh,69,2,3,"Lord's, London",1987-10-19
1987,India,Yuvraj Singh,20,3,1,"Chinnaswamy, Bangalore",1987-01-01
1987,India,Yuvraj Singh,21,3,0,"Old Trafford, Manchester",1987-05-21
1987,India,Yuvraj Singh,124,5,2,"Wankhede, Mumbai",1987-04-04
1987,India,Yuvraj Singh,63,5,0,"Eden Gardens, Kolkata",1987-11-16
1987,Australia,Ricky Ponting,4,2,0,"Wankhede, Mumbai",1987-05-24
1987,Australia,Ricky Ponting,32,5,1,"Old Trafford, Manchester",1987-11-23
1987,Australia,Ricky Ponting,101,4,1,"Old Trafford, Manchester",1987-05-07
1987,Australia,Ricky Ponting,126,3,0,"Old Trafford, Manchester",1987-09-21
1987,Australia,Glenn Maxwell,142,5,1,"Old Trafford, Manchester",1987-10-07
1987,Australia,Glenn Maxwell,61,1,0,"Lord's, London",1987-01-02
1987,Australia,Glenn Maxwell,81,1,0,"Lord's, London",1987-06-26
1987,Australia,Glenn Maxwell,132,5,3,"Eden Gardens, Kolkata",1987-01-22
1987,Australia,Glenn Maxwell,2,5,0,"Wankhede, Mumbai",1987-11-16
1987,Australia,Glenn Maxwell,33,5,2,"MCG, Melbourne",1987-01-02
1987,Australia,Steve Smith,95,1,2,"Old Trafford, Manchester",1987-03-28
1987,Australia,Steve Smith,7,5,0,"Chinnaswamy, Bangalore",1987-10-21
1987,Australia,Steve Smith,28,0,2,"Old Trafford, Manchester",1987-04-17
1987,Australia,Steve Smith,2,3,2,"MCG, Melbourne",1987-11-10
1987,Australia,Steve Smith,2,5,0,"Lord's, London",1987-08-03
1987,Australia,Steve Smith,6,3,3,"MCG, Melbourne",1987-02-06
1987,Australia,Steve Smith,64,4,3,"Old Trafford, Manchester",1987-06-06
1987,Australia,David Warner,136,0,0,"Lord's, London",1987-08-22
1987,Australia,David Warner,60,1,2,"MCG, Melbourne",1987-03-21
1987,Australia,David Warner,91,1,1,"Chinnaswamy, Bangalore",1987-04-01
1987,Australia,David Warner,121,1,2,"Chinnaswamy, Bangalore",1987-07-21
1987,Australia,David Warner,103,2,2,"MCG, Melbourne",1987-02-01
1987,Australia,David Warner,92,4,0,"Eden Gardens, Kolkata",1987-09-16
1987,Australia,David Warner,42,4,2,"Lord's, London",1987-11-01
1987,Australia,David Warner,24,5,3,"Wankhede, Mumbai",1987-11-05
1987,Australia,Adam Gilchrist,135,4,3,"Lord's, London",1987-09-03
1987,Australia,Adam Gilchrist,56,0,1,"Eden Gardens, Kolkata",1987-11-16
1987,Australia,Adam Gilchrist,19,2,3,"Lord's, London",1987-11-21
1987,England,Joe Root,109,3,3,"Old Trafford, Manchester",1987-03-06
1987,England,Joe Root,25,1,1,"Eden Gardens, Kolkata",1987-12-06
1987,England,Joe Root,107,3,3,"MCG, Melbourne",1987-05-03
1987,England,Joe Root,83,1,3,"Wankhede, Mumbai",1987-03-25
1987,England,Joe Root,73,0,3,"Wankhede, Mumbai",1987-07-10
1987,England,Joe Root,74,5,3,"Eden Gardens, Kolkata",1987-02-23
1987,England,Ben Stokes,85,5,0,"Lord's, London",1987-11-07
1987,England,Ben Stokes,72,0,2,"Old Trafford, Manchester",1987-02-14
1987,England,Ben Stokes,95,4,1,"Wankhede, Mumbai",1987-03-24
1987,England,Ben Stokes,56,5,3,"Wankhede, Mumbai",1987-05-14
1987,England,Jos Buttler,78,4,2,"Eden Gardens, Kolkata",1987-10-09
1987,England,Jos Buttler,71,4,2,"Lord's, London",1987-02-08
1987,England,Jos Buttler,7,3,3,"Lord's, London",1987-07-05
1987,England,Eoin Morgan,128,4,3,"Wankhede, Mumbai",1987-04-18
1987,England,Eoin Morgan,65,2,2,"MCG, Melbourne",1987-11-13
1987,England,Eoin Morgan,56,2,1,"Wankhede, Mumbai",1987-09-25
1987,England,Eoin Morgan,122,5,0,"Lord's, London",1987-11-04
1987,England,Eoin Morgan,96,4,3,"MCG, Melbourne",1987-07-10
1987,England,Kevin Pietersen,70,5,0,"Eden Gardens, Kolkata",1987-05-17
1987,England,Kevin Pietersen,40,3,3,"MCG, Melbourne",1987-09-26
1987,England,Kevin Pietersen,66,3,1,"Wankhede, Mumbai",1987-10-21
1987,England,Kevin Pietersen,51,1,0,"MCG, Melbourne",1987-07-02
1987,England,Kevin Pietersen,84,1,3,"Wankhede, Mumbai",1987-04-28
1987,England,Kevin Pietersen,105,5,1,"Lord's, London",1987-02-26
1987,Pakistan,Babar Azam,31,3,1,"Old Trafford, Manchester",1987-02-06
1987,Pakistan,Babar Azam,91,2,0,"MCG, Melbourne",1987-05-24
1987,Pakistan,Babar Azam,2,5,0,"MCG, Melbourne",1987-10-17
1987,Pakistan,Babar Azam,15,4,0,"Eden Gardens, Kolkata",1987-11-03
1987,Pakistan,Babar Azam,102,3,1,"Eden Gardens, Kolkata",1987-05-24
1987,Pakistan,Babar Azam,1,2,3,"Chinnaswamy, Bangalore",1987-08-16
1987,Pakistan,Babar Azam,75,5,2,"MCG, Melbourne",1987-06-27
1987,Pakistan,Babar Azam,19,0,0,"Lord's, London",1987-05-19
1987,Pakistan,Wasim Akram,53,2,0,"Old Trafford, Manchester",1987-12-24
1987,Pakistan,Wasim Akram,142,3,2,"Lord's, London",1987-01-07
1987,Pakistan,Wasim Akram,14,4,1,"Wankhede, Mumbai",1987-03-25
1987,Pakistan,Inzamam-ul-Haq,120,4,1,"Wankhede, Mumbai",1987-06-08
1987,Pakistan,Inzamam-ul-Haq,88,4,0,"MCG, Melbourne",1987-07-10
1987,Pakistan,Inzamam-ul-Haq,66,0,2,"MCG, Melbourne",1987-01-10
1987,Pakistan,Inzamam-ul-Haq,66,4,0,"MCG, Melbourne",1987-05-16
1987,Pakistan,Shahid Afridi,108,2,1,"Eden Gardens, Kolkata",1987-09-05
1987,Pakistan,Shahid Afridi,145,3,3,"Chinnaswamy, Bangalore",1987-10-15
1987,Pakistan,Shahid Afridi,11,3,3,"Chinnaswamy, Bangalore",1987-04-12
1987,Pakistan,Shahid Afridi,119,0,0,"Wankhede, Mumbai",1987-09-03
1987,Pakistan,Shahid Afridi,60,2,1,"Wankhede, Mumbai",1987-06-12
1987,Pakistan,Shahid Afridi,95,5,3,"Chinnaswamy, Bangalore",1987-03-28
1987,Pakistan,Shahid Afridi,142,4,2,"Chinnaswamy, Bangalore",1987-03-23
1987,Pakistan,Shahid Afridi,41,5,1,"Lord's, London",1987-09-15
1987,Pakistan,Shahid Afridi,109,3,2,"Eden Gardens, Kolkata",1987-06-24
1987,Pakistan,Imran Khan,97,0,3,"Wankhede, Mumbai",1987-07-02
1987,Pakistan,Imran Khan,49,3,2,"Eden Gardens, Kolkata",1987-03-13
1987,Pakistan,Imran Khan,48,3,1,"Lord's, London",1987-11-03
1987,Pakistan,Imran Khan,33,1,3,"Eden Gardens, Kolkata",1987-02-02
1987,Pakistan,Imran Khan,114,2,3,"Chinnaswamy, Bangalore",1987-04-22
1987,Pakistan,Imran Khan,77,0,2,"Wankhede, Mumbai",1987-03-20
1987,South Africa,AB de Villiers,108,2,0,"Eden Gardens, Kolkata",1987-09-24
1987,South Africa,AB de Villiers,63,1,2,"Wankhede, Mumbai",1987-07-07
1987,South Africa,AB de Villiers,68,0,1,"Old Trafford, Manchester",1987-08-20
1987,South Africa,AB de Villiers,3,2,3,"Chinnaswamy, Bangalore",1987-05-03
1987,South Africa,AB de Villiers,16,1,2,"Old Trafford, Manchester",1987-04-22
1987,South Africa,Jacques Kallis,16,5,1,"Lord's, London",1987-09-21
1987,South Africa,Jacques Kallis,47,5,2,"Wankhede, Mumbai",1987-08-03
1987,South Africa,Jacques Kallis,85,5,0,"Lord's, London",1987-03-20
1987,South Africa,Jacques Kallis,49,4,0,"Chinnaswamy, Bangalore",1987-10-16
1987,South Africa,Jacques Kallis,37,4,0,"Old Trafford, Manchester",1987-03-02
1987,South Africa,Jacques Kallis,33,0,1,"Old Trafford, Manchester",1987-01-26
1987,South Africa,Hashim Amla,87,1,0,"Old Trafford, Manchester",1987-03-08
1987,South Africa,Hashim Amla,132,5,2,"Old Trafford, Manchester",1987-09-01
1987,South Africa,Hashim Amla,99,1,1,"MCG, Melbourne",1987-09-07
1987,South Africa,Hashim Amla,140,5,1,"Lord's, London",1987-04-22
1987,South Africa,Hashim Amla,145,1,2,"Chinnaswamy, Bangalore",1987-11-05
1987,South Africa,Hashim Amla,148,0,1,"Lord's, London",1987-02-25
1987,South Africa,Hashim Amla,116,1,0,"MCG, Melbourne",1987-11-12
1987,South Africa,Hashim Amla,31,5,3,"Lord's, London",1987-05-06
1987,South Africa,Hashim Amla,17,5,1,"Old Trafford, Manchester",1987-04-12
1987,South Africa,Dale Steyn,50,2,3,"MCG, Melbourne",1987-10-03
1987,South Africa,Dale Steyn,40,5,0,"Chinnaswamy, Bangalore",1987-04-23
1987,South Africa,Dale Steyn,52,4,1,"Chinnaswamy, Bangalore",1987-02-02
1987,South Africa,Graeme Smith,5,4,2,"Lord's, London",1987-06-24
1987,South Africa,Graeme Smith,130,5,2,"Chinnaswamy, Bangalore",1987-09-16
1987,South Africa,Graeme Smith,14,0,3,"Wankhede, Mumbai",1987-08-20
1987,South Africa,Graeme Smith,71,0,0,"Eden Gardens, Kolkata",1987-05-13
1987,South Africa,Graeme Smith,120,4,3,"Old Trafford, Manchester",1987-06-25
1987,South Africa,Graeme Smith,37,4,2,"Old Trafford, Manchester",1987-02-15
1987,New Zealand,Kane Williamson,81,3,3,"Chinnaswamy, Bangalore",1987-06-03
1987,New Zealand,Kane Williamson,86,2,2,"Eden Gardens, Kolkata",1987-03-19
1987,New Zealand,Kane Williamson,25,2,3,"Old Trafford, Manchester",1987-04-12
1987,New Zealand,Kane Williamson,87,4,0,"Chinnaswamy, Bangalore",1987-12-10
1987,New Zealand,Kane Williamson,70,3,1,"Old Trafford, Manchester",1987-04-22
1987,New Zealand,Kane Williamson,41,1,3,"Lord's, London",1987-02-14
1987,New Zealand,Brendon McCullum,75,4,2,"Wankhede, Mumbai",1987-07-16
1987,New Zealand,Brendon McCullum,30,0,2,"MCG, Melbourne",1987-04-11
1987,New Zealand,Brendon McCullum,116,0,0,"Eden Gardens, Kolkata",1987-10-25
1987,New Zealand,Ross Taylor,86,3,0,"Chinnaswamy, Bangalore",1987-06-12
1987,New Zealand,Ross Taylor,10,3,3,"Lord's, London",1987-04-25
1987,New Zealand,Ross Taylor,127,3,1,"Wankhede, Mumbai",1987-05-04
1987,New Zealand,Ross Taylor,3,1,2,"MCG, Melbourne",1987-07-20
1987,New Zealand,Ross Taylor,42,3,2,"Wankhede, Mumbai",1987-11-28
1987,New Zealand,Ross Taylor,142,3,3,"Eden Gardens, Kolkata",1987-08-07
1987,New Zealand,Martin Guptill,9,0,0,"Chinnaswamy, Bangalore",1987-05-22
1987,New Zealand,Martin Guptill,24,5,1,"Old Trafford, Manchester",1987-03-26
1987,New Zealand,Martin Guptill,135,3,0,"Chinnaswamy, Bangalore",1987-04-22
1987,New Zealand,Martin Guptill,107,1,1,"Chinnaswamy, Bangalore",1987-07-23
1987,New Zealand,Daniel Vettori,69,0,2,"MCG, Melbourne",1987-08-21
1987,New Zealand,Daniel Vettori,94,1,3,"Wankhede, Mumbai",1987-05-02
1987,New Zealand,Daniel Vettori,131,1,2,"Wankhede, Mumbai",1987-09-01
1987,New Zealand,Daniel Vettori,128,2,0,"MCG, Melbourne",1987-05-25
1987,New Zealand,Daniel Vettori,36,1,3,"Wankhede, Mumbai",1987-01-24
1987,New Zealand,Daniel Vettori,127,1,2,"Eden Gardens, Kolkata",1987-12-26
1987,New Zealand,Daniel Vettori,146,5,2,"Eden Gardens, Kolkata",1987-05-04
1987,New Zealand,Daniel Vettori,65,5,2,"Chinnaswamy, Bangalore",1987-08-05
1987,Sri Lanka,Kumar Sangakkara,142,0,3,"Old Trafford, Manchester",1987-04-01
1987,Sri Lanka,Kumar Sangakkara,49,5,2,"MCG, Melbourne",1987-12-24
1987,Sri Lanka,Kumar Sangakkara,3,5,3,"Chinnaswamy, Bangalore",1987-08-17
1987,Sri Lanka,Kumar Sangakkara,46,0,3,"Lord's, London",1987-10-23
1987,Sri Lanka,Kumar Sangakkara,137,0,0,"Wankhede, Mumbai",1987-11-08
1987,Sri Lanka,Mahela Jayawardene,33,0,1,"Eden Gardens, Kolkata",1987-08-12
1987,Sri Lanka,Mahela Jayawardene,72,2,2,"Lord's, London",1987-10-23
1987,Sri Lanka,Mahela Jayawardene,81,2,3,"Wankhede, Mumbai",1987-04-05
1987,Sri Lanka,Mahela Jayawardene,48,4,2,"Eden Gardens, Kolkata",1987-03-04
1987,Sri Lanka,Mahela Jayawardene,146,1,3,"Wankhede, Mumbai",1987-06-16
1987,Sri Lanka,Mahela Jayawardene,76,3,2,"Old Trafford, Manchester",1987-07-19
1987,Sri Lanka,Mahela Jayawardene,16,5,0,"Old Trafford, Manchester",1987-01-02
1987,Sri Lanka,Sanath Jayasuriya,49,0,0,"Wankhede, Mumbai",1987-06-17
1987,Sri Lanka,Sanath Jayasuriya,119,5,0,"Eden Gardens, Kolkata",1987-09-20
1987,Sri Lanka,Sanath Jayasuriya,91,4,0,"Wankhede, Mumbai",1987-06-05
1987,Sri Lanka,Sanath Jayasuriya,36,3,1,"Old Trafford, Manchester",1987-05-24
1987,Sri Lanka,Sanath Jayasuriya,76,0,1,"Wankhede, Mumbai",1987-04-26
1987,Sri Lanka,Muttiah Muralitharan,146,3,0,"Chinnaswamy, Bangalore",1987-10-24
1987,Sri Lanka,Muttiah Muralitharan,107,2,2,"MCG, Melbourne",1987-11-11
1987,Sri Lanka,Muttiah Muralitharan,18,5,0,"Chinnaswamy, Bangalore",1987-07-15
1987,Sri Lanka,Muttiah Muralitharan,110,5,1,"Old Trafford, Manchester",1987-05-17
1987,Sri Lanka,Muttiah Muralitharan,133,3,0,"Old Trafford, Manchester",1987-01-18
1987,Sri Lanka,Muttiah Muralitharan,110,0,3,"Old Trafford, Manchester",1987-12-09
1987,Sri Lanka,Muttiah Muralitharan,69,4,0,"Eden Gardens, Kolkata",1987-04-07
1987,Sri Lanka,Lasith Malinga,128,2,0,"Lord's, London",1987-08-25
1987,Sri Lanka,Lasith Malinga,131,0,2,"Chinnaswamy, Bangalore",1987-03-25
1987,Sri Lanka,Lasith Malinga,58,5,1,"MCG, Melbourne",1987-09-19
1987,Sri Lanka,Lasith Malinga,129,1,0,"MCG, Melbourne",1987-07-05
1987,Sri Lanka,Lasith Malinga,17,2,2,"Lord's, London",1987-07-16
1987,Sri Lanka,Lasith Malinga,132,0,0,"Lord's, London",1987-02-03
1987,Sri Lanka,Lasith Malinga,102,3,3,"Eden Gardens, Kolkata",1987-08-16
1987,Sri Lanka,Lasith Malinga,29,0,0,"Chinnaswamy, Bangalore",1987-01-24
1987,Sri Lanka,Lasith Malinga,146,4,1,"Eden Gardens, Kolkata",1987-07-18
1987,West Indies,Chris Gayle,84,2,0,"Lord's, London",1987-05-14
1987,West Indies,Chris Gayle,6,1,0,"Wankhede, Mumbai",1987-10-24
1987,West Indies,Chris Gayle,98,2,1,"Eden Gardens, Kolkata",1987-01-08
1987,West Indies,Chris Gayle,0,5,2,"Old Trafford, Manchester",1987-12-06
1987,West Indies,Chris Gayle,109,4,0,"Eden Gardens, Kolkata",1987-09-05
1987,West Indies,Chris Gayle,49,1,2,"Wankhede, Mumbai",1987-09-06
1987,West Indies,Chris Gayle,119,1,2,"Chinnaswamy, Bangalore",1987-01-08
1987,West Indies,Chris Gayle,56,4,0,"MCG, Melbourne",1987-10-23
1987,West Indies,Chris Gayle,14,5,2,"Chinnaswamy, Bangalore",1987-03-17
1987,West Indies,Brian Lara,131,4,2,"Wankhede, Mumbai",1987-08-12
1987,West Indies,Brian Lara,148,1,1,"Wankhede, Mumbai",1987-12-09
1987,West Indies,Brian Lara,112,4,2,"Eden Gardens, Kolkata",1987-04-13
1987,West Indies,Viv Richards,145,4,0,"Chinnaswamy, Bangalore",1987-08-02
1987,West Indies,Viv Richards,20,2,2,"Eden Gardens, Kolkata",1987-11-13
1987,West Indies,Viv Richards,150,0,3,"Wankhede, Mumbai",1987-02-26
1987,West Indies,Viv Richards,3,3,2,"MCG, Melbourne",1987-03-24
1987,West Indies,Viv Richards,123,4,2,"Lord's, London",1987-06-26
1987,West Indies,Viv Richards,111,1,2,"Lord's, London",1987-05-26
1987,West Indies,Viv Richards,6,4,2,"Old Trafford, Manchester",1987-08-07
1987,West Indies,Viv Richards,73,4,3,"Old Trafford, Manchester",1987-02-08
1987,West Indies,Clive Lloyd,9,1,3,"Chinnaswamy, Bangalore",1987-01-07
1987,West Indies,Clive Lloyd,15,3,3,"Wankhede, Mumbai",1987-01-19
1987,West Indies,Clive Lloyd,62,0,1,"Wankhede, Mumbai",1987-02-15
1987,West Indies,Clive Lloyd,8,0,0,"MCG, Melbourne",1987-03-07
1987,West Indies,Clive Lloyd,97,3,2,"MCG, Melbourne",1987-08-26
1987,West Indies,Andre Russell,77,4,3,"Lord's, London",1987-03-28
1987,West Indies,Andre Russell,114,0,2,"Eden Gardens, Kolkata",1987-12-03
1987,West Indies,Andre Russell,40,3,0,"Wankhede, Mumbai",1987-03-22
1987,West Indies,Andre Russell,16,4,3,"Wankhede, Mumbai",1987-01-12
1991,India,Virat Kohli,55,2,0,"Chinnaswamy, Bangalore",1991-10-22
1991,India,Virat Kohli,18,3,0,"Old Trafford, Manchester",1991-10-28
1991,India,Virat Kohli,82,1,1,"MCG, Melbourne",1991-11-24
1991,India,Virat Kohli,61,1,2,"Chinnaswamy, Bangalore",1991-03-27
1991,India,Virat Kohli,80,2,1,"Chinnaswamy, Bangalore",1991-11-28
1991,India,Sachin Tendulkar,128,2,0,"Lord's, London",1991-06-24
1991,India,Sachin Tendulkar,6,4,2,"Chinnaswamy, Bangalore",1991-02-01
1991,India,Sachin Tendulkar,143,2,2,"Lord's, London",1991-07-06
1991,India,Sachin Tendulkar,143,0,2,"Lord's, London",1991-02-07
1991,India,Sachin Tendulkar,43,4,0,"MCG, Melbourne",1991-03-04
1991,India,Sachin Tendulkar,39,4,0,"Lord's, London",1991-05-21
1991,India,Sachin Tendulkar,61,3,3,"Old Trafford, Manchester",1991-08-11
1991,India,Sachin Tendulkar,139,3,1,"Old Trafford, Manchester",1991-03-20
1991,India,Rohit Sharma,49,4,3,"MCG, Melbourne",1991-10-23
1991,India,Rohit Sharma,80,5,0,"Eden Gardens, Kolkata",1991-05-01
1991,India,Rohit Sharma,42,3,2,"Eden Gardens, Kolkata",1991-04-26
1991,India,Rohit Sharma,49,4,2,"Lord's, London",1991-12-08
1991,India,Rohit Sharma,50,0,1,"MCG, Melbourne",1991-09-16
1991,India,Rohit Sharma,58,5,0,"Chinnaswamy, Bangalore",1991-05-26
1991,India,Rohit Sharma,18,4,3,"Chinnaswamy, Bangalore",1991-05-07
1991,India,Rohit Sharma,142,1,0,"Lord's, London",1991-01-03
1991,India,MS Dhoni,0,0,2,"MCG, Melbourne",1991-10-23
1991,India,MS Dhoni,135,3,2,"Eden Gardens, Kolkata",1991-10-01
1991,India,MS Dhoni,132,0,1,"Old Trafford, Manchester",1991-04-12
1991,India,Yuvraj Singh,1,1,2,"Wankhede, Mumbai",1991-01-01
1991,India,Yuvraj Singh,130,4,1,"Old Trafford, Manchester",1991-10-08
1991,India,Yuvraj Singh,52,5,1,"Wankhede, Mumbai",1991-12-01
1991,India,Yuvraj Singh,90,1,0,"Wankhede, Mumbai",1991-05-13
1991,India,Yuvraj Singh,64,2,0,"Old Trafford, Manchester",1991-12-25
1991,Australia,Ricky Ponting,1,1,1,"Chinnaswamy, Bangalore",1991-07-19
1991,Australia,Ricky Ponting,71,4,2,"MCG, Melbourne",1991-11-27
1991,Australia,Ricky Ponting,129,2,2,"Old Trafford, Manchester",1991-10-21
